x,y,rl,crosectional_distance,khal_name
731993.75,2460668.75,-0.04,49,
731992.4038,2460667.25,-0.01,51,
731991.0577,2460665.75,-0.14,53,
731989.7115,2460664.25,-0.13,55,
731989.0385,2460663.5,-0.09,56,
731988.3654,2460662.75,0.17,57,
731987.6923,2460662,0.21,58,
731986.3462,2460660.5,1.17,60,
731985,2460659,2.03,62,
731983.6538,2460657.5,2.01,64,
731982.3077,2460656,1.5,66,
731976.25,2460649.25,1.47,75,
731990.7692,2460750.538,0.95,0,
731986.2821,2460748.231,0.97,5,
731983.5897,2460746.846,1.58,8,
731982.6923,2460746.385,1.95,9,
731981.7949,2460745.923,2.66,10,
731980,2460745,2.65,12,
731977.3077,2460743.615,1.17,15,
731974.6154,2460742.231,0.31,18,
731972.8205,2460741.308,0.04,20,
731971.0256,2460740.385,-0.13,22,
731969.2308,2460739.462,-0.18,24,
731967.4359,2460738.538,-0.18,26,
731966.5385,2460738.077,-0.11,27,
731964.7436,2460737.154,-0.09,29,
731963.8462,2460736.692,-0.21,30,
731959.359,2460734.385,-0.08,35,
731954.8718,2460732.077,-0.09,40,
731951.2821,2460730.231,0.18,44,
731947.6923,2460728.385,0.31,48,
731945.8974,2460727.462,1.17,50,
731945,2460727,1.96,51,
731942.3077,2460725.615,1.95,54,
731940.5128,2460724.692,1.67,56,
731939.6154,2460724.231,1.66,57,
731938.7179,2460723.769,1.64,58,
731936.9231,2460722.846,1.63,60,
