X-ID,Chanage,Directon,UTM_X,UTM_Y,x,y,,Distance,RL_m(PWD),Remarks,Surveyor Name,XsectionNo,origin_x,origin_y,del_s,chn
11,900,L to R,,,735579.55,2465020.125,,11.5,1.38,,,GBR_10,,,,
11,900,L to R,,,735580.1,2465020.25,,12,0.82,,,GBR_10,,,,
11,900,L to R,,,735581.2,2465020.5,,13,0.44,,,GBR_10,,,,
11,900,L to R,,,735582.3,2465020.75,,14,-0.09,,,GBR_10,,,,
11,900,L to R,,,735583.4,2465021,,15,-0.49,,,GBR_10,,,,
11,900,L to R,,,735584.5,2465021.25,,16,-0.86,,,GBR_10,,,,
11,900,L to R,,,735585.6,2465021.5,,17,-1.05,,,GBR_10,,,,
11,900,L to R,,,735586.7,2465021.75,,18,-1.22,CL,,GBR_10,735370.5714,2465740.571,750.6098865,750.6098865
11,900,L to R,,,735587.8,2465022,,19,-1.12,,,GBR_10,,,,
11,900,L to R,,,735588.9,2465022.25,,20,-0.99,,,GBR_10,,,,
11,900,L to R,,,735590,2465022.5,,21,-0.65,,,GBR_10,,,,
11,900,L to R,,,735591.1,2465022.75,,22,-0.11,,,GBR_10,,,,
11,900,L to R,,,735592.2,2465023,,23,0.36,,,GBR_10,,,,
11,900,L to R,,,735593.3,2465023.25,,24,0.66,,,GBR_10,,,,
11,900,L to R,,,735594.4,2465023.5,,25,0.78,,,GBR_10,,,,
11,900,L to R,,,735595.5,2465023.75,,26,0.91,,,GBR_10,,,,
11,900,L to R,,,735596.6,2465024,,27,1.02,,,GBR_10,,,,
11,900,L to R,,,735597.7,2465024.25,,28,1.14,,,GBR_10,,,,
11,900,L to R,,,735598.8,2465024.5,,29,1.38,,,GBR_10,,,,
11,900,L to R,,,735599.9,2465024.75,,30,1.95,,,GBR_10,,,,
11,900,L to R,735601,2465025,735601,2465025,,31,2.1,RB,,GBR_10,,,,
11,900,L to R,,,735602.1,2465025.25,,32,2.1,,,GBR_10,,,,
11,900,L to R,,,735604.3,2465025.75,,34,1.35,Fishari,,GBR_10,,,,
11,900,L to R,,,735606.5,2465026.25,,36,1.02,Fishari,,GBR_10,,,,
11,900,L to R,,,735608.7,2465026.75,,38,0.88,Fishari,,GBR_10,,,,
11,900,L to R,,,735610.9,2465027.25,,40,0.64,Fishari,,GBR_10,,,,
12,1000,L to R,,,735647.3636,2464978.818,,0,0.84,Fishari,,GBR_11,,,,
12,1000,L to R,,,735652.1364,2464980.182,,5,0.85,Fishari,,GBR_11,,,,
12,1000,L to R,735655,2464981,735655,2464981,,8,1.27,LB,,GBR_11,,,,
12,1000,L to R,,,735656.9091,2464981.545,,10,1.21,,,GBR_11,,,,
12,1000,L to R,,,735657.8636,2464981.818,,11,1.48,,,GBR_11,,,,
12,1000,L to R,,,735658.8182,2464982.091,,12,1.49,,,GBR_11,,,,
12,1000,L to R,,,735659.2955,2464982.227,,12.5,1.37,,,GBR_11,,,,
12,1000,L to R,,,735659.7727,2464982.364,,13,1.28,,,GBR_11,,,,
12,1000,L to R,,,735660.7273,2464982.636,,14,0.97,,,GBR_11,,,,
12,1000,L to R,,,735661.6818,2464982.909,,15,0.92,,,GBR_11,,,,
12,1000,L to R,,,735662.6364,2464983.182,,16,0.77,,,GBR_11,,,,
12,1000,L to R,,,735663.5909,2464983.455,,17,0.55,,,GBR_11,,,,
12,1000,L to R,,,735664.5455,2464983.727,,18,0.34,,,GBR_11,,,,
12,1000,L to R,,,735665.5,2464984,,19,-0.08,,,GBR_11,,,,
12,1000,L to R,,,735666.4545,2464984.273,,20,-0.47,,,GBR_11,,,,
12,1000,L to R,,,735667.4091,2464984.545,,21,-0.65,,,GBR_11,,,,
12,1000,L to R,,,735668.3636,2464984.818,,22,-0.82,CL,,GBR_11,735370.5714,2465740.571,812.3070795,812.3070795
12,1000,L to R,,,735669.3182,2464985.091,,23,-0.89,,,GBR_11,,,,
12,1000,L to R,,,735670.2727,2464985.364,,24,-0.85,,,GBR_11,,,,
12,1000,L to R,,,735671.2273,2464985.636,,25,-0.75,,,GBR_11,,,,
12,1000,L to R,,,735672.1818,2464985.909,,26,-0.45,,,GBR_11,,,,
12,1000,L to R,,,735673.1364,2464986.182,,27,0.06,,,GBR_11,,,,
12,1000,L to R,,,735674.0909,2464986.455,,28,0.27,,,GBR_11,,,,
12,1000,L to R,,,735675.0455,2464986.727,,29,0.72,,,GBR_11,,,,
12,1000,L to R,,,735675.5227,2464986.864,,29.5,1.37,,,GBR_11,,,,
12,1000,L to R,735676,2464987,735676,2464987,,30,1.72,RB,,GBR_11,,,,
12,1000,L to R,,,735676.9545,2464987.273,,31,1.72,Dyke,,GBR_11,,,,
12,1000,L to R,,,735678.8636,2464987.818,,33,0.65,Fishari,,GBR_11,,,,
12,1000,L to R,,,735680.7727,2464988.364,,35,0.4,Fishari,,GBR_11,,,,
12,1000,L to R,,,735683.6364,2464989.182,,38,0.42,Fishari,,GBR_11,,,,
12,1000,L to R,,,735685.5455,2464989.727,,40,0.44,Fishari,,GBR_11,,,,
12,1000,L to R,,,735688.4091,2464990.545,,43,0.52,Fishari,,GBR_11,,,,
13,1100,L to R,,,735636.5,2464892.5,,0,0.95,Fishari,,GBR_12,,,,
13,1100,L to R,,,735636.125,2464891.625,,2,1.05,Fishari,,GBR_12,,,,
13,1100,L to R,,,735635.75,2464890.75,,4,1.05,Fishari,,GBR_12,,,,
13,1100,L to R,,,735635.375,2464889.875,,6,1.36,Dyke,,GBR_12,,,,
13,1100,L to R,735635,2464889,735635,2464889,,8,1.38,LB,,GBR_12,,,,
13,1100,L to R,,,735634.8125,2464888.563,,9,1.34,,,GBR_12,,,,
13,1100,L to R,,,735634.625,2464888.125,,10,1.13,,,GBR_12,,,,
13,1100,L to R,,,735634.4375,2464887.688,,11,0.87,,,GBR_12,,,,
13,1100,L to R,,,735634.25,2464887.25,,12,0.51,,,GBR_12,,,,
13,1100,L to R,,,735634.0625,2464886.813,,13,0.08,,,GBR_12,,,,
13,1100,L to R,,,735633.875,2464886.375,,14,-0.52,,,GBR_12,,,,
13,1100,L to R,,,735633.6875,2464885.938,,15,-0.82,,,GBR_12,,,,
13,1100,L to R,,,735633.5,2464885.5,,16,-0.97,CL,,GBR_12,735370.5714,2465740.571,894.5825081,894.5825081
13,1100,L to R,,,735633.3125,2464885.063,,17,-0.79,,,GBR_12,,,,
13,1100,L to R,,,735633.125,2464884.625,,18,-0.43,,,GBR_12,,,,
13,1100,L to R,,,735632.9375,2464884.188,,19,0.01,,,GBR_12,,,,
13,1100,L to R,,,735632.75,2464883.75,,20,0.47,,,GBR_12,,,,
13,1100,L to R,,,735632.5625,2464883.313,,21,0.74,,,GBR_12,,,,
13,1100,L to R,,,735632.375,2464882.875,,22,0.97,,,GBR_12,,,,
13,1100,L to R,,,735632.1875,2464882.438,,23,1.12,,,GBR_12,,,,
13,1100,L to R,,,735632.0938,2464882.219,,23.5,1.34,,,GBR_12,,,,
13,1100,L to R,735632,2464882,735632,2464882,,24,1.69,RB,,GBR_12,,,,
13,1100,L to R,,,735631.9063,2464881.781,,24.5,1.69,Dyke,,GBR_12,,,,
13,1100,L to R,,,735631.8125,2464881.563,,25,1.15,,,GBR_12,,,,
13,1100,L to R,,,735631.4375,2464880.688,,27,1.11,Fishari,,GBR_12,,,,
13,1100,L to R,,,735631.0625,2464879.813,,29,1.11,Fishari,,GBR_12,,,,
13,1100,L to R,,,735630.6875,2464878.938,,31,1.11,Fishari,,GBR_12,,,,
13,1100,L to R,,,735630.3125,2464878.063,,33,0.93,Fishari,,GBR_12,,,,
13,1100,L to R,,,735629.9375,2464877.188,,35,0.94,Fishari,,GBR_12,,,,
13,1100,L to R,,,735629.375,2464875.875,,38,0.95,Fishari,,GBR_12,,,,
13,1100,L to R,,,735629,2464875,,40,0.96,Fishari,,GBR_12,,,,
14,1200,L to R,,,735566.9474,2464860.789,,0,0.83,Fishari,,GBR_13,,,,
14,1200,L to R,,,735570.2632,2464862.053,,3,0.84,Fishari,,GBR_13,,,,
14,1200,L to R,,,735572.4737,2464862.895,,5,0.88,Fishari,,GBR_13,,,,
14,1200,L to R,,,735574.6842,2464863.737,,7,1.32,Fishari,,GBR_13,,,,
14,1200,L to R,,,735576.8947,2464864.579,,9,1.29,Fishari,,GBR_13,,,,
14,1200,L to R,,,735577.4474,2464864.789,,9.5,1.77,Dyke,,GBR_13,,,,
14,1200,L to R,735578,2464865,735578,2464865,,10,1.77,LB,,GBR_13,,,,
14,1200,L to R,,,735578,2464865,,10,1.27,,,GBR_13,,,,
14,1200,L to R,,,735579.1053,2464865.421,,11,0.92,,,GBR_13,,,,
14,1200,L to R,,,735580.2105,2464865.842,,12,0.71,,,GBR_13,,,,
14,1200,L to R,,,735581.3158,2464866.263,,13,0.56,,,GBR_13,,,,
14,1200,L to R,,,735582.4211,2464866.684,,14,0.33,,,GBR_13,,,,
14,1200,L to R,,,735583.5263,2464867.105,,15,0.31,,,GBR_13,,,,
14,1200,L to R,,,735584.6316,2464867.526,,16,0.11,,,GBR_13,,,,
14,1200,L to R,,,735585.7368,2464867.947,,17,-0.04,,,GBR_13,,,,
14,1200,L to R,,,735586.8421,2464868.368,,18,-0.33,,,GBR_13,,,,
14,1200,L to R,,,735587.9474,2464868.789,,19,-0.64,,,GBR_13,,,,
14,1200,L to R,,,735589.0526,2464869.211,,20,-0.81,CL,,GBR_13,735370.5714,2465740.571,898.3330587,898.3330587
14,1200,L to R,,,735590.1579,2464869.632,,21,-0.8,,,GBR_13,,,,
14,1200,L to R,,,735591.2632,2464870.053,,22,-0.52,,,GBR_13,,,,
14,1200,L to R,,,735592.3684,2464870.474,,23,-0.01,,,GBR_13,,,,
14,1200,L to R,,,735593.4737,2464870.895,,24,0.52,,,GBR_13,,,,
14,1200,L to R,,,735594.5789,2464871.316,,25,0.9,,,GBR_13,,,,
14,1200,L to R,,,735595.6842,2464871.737,,26,1.11,,,GBR_13,,,,
14,1200,L to R,,,735596.7895,2464872.158,,27,1.19,,,GBR_13,,,,
14,1200,L to R,,,735597.8947,2464872.579,,28,1.27,,,GBR_13,,,,
14,1200,L to R,735599,2464873,735599,2464873,,29,1.31,RB,,GBR_13,,,,
14,1200,L to R,,,735602.3158,2464874.263,,32,1.32,Land,,GBR_13,,,,
14,1200,L to R,,,735605.6316,2464875.526,,35,1.37,Land,,GBR_13,,,,
14,1200,L to R,,,735608.9474,2464876.789,,38,1.35,Land,,GBR_13,,,,
15,1300,L to R,,,735572.7742,2464801.065,,0,0.78,Fishari,,GBR_14,,,,
15,1300,L to R,,,735575.2903,2464797.774,,3,0.79,Fishari,,GBR_14,,,,
15,1300,L to R,,,735576.9677,2464795.581,,5,1.26,Fishari,,GBR_14,,,,
15,1300,L to R,,,735578.6452,2464793.387,,7,1.32,Fishari,,GBR_14,,,,
15,1300,L to R,,,735580.3226,2464791.194,,9,1.54,,,GBR_14,,,,
15,1300,L to R,735582,2464789,735582,2464789,,11,1.39,LB,,GBR_14,,,,
15,1300,L to R,,,735582.4194,2464788.452,,11.5,1.22,,,GBR_14,,,,
15,1300,L to R,,,735582.8387,2464787.903,,12,1.01,,,GBR_14,,,,
15,1300,L to R,,,735583.6774,2464786.806,,13,0.59,,,GBR_14,,,,
15,1300,L to R,,,735584.5161,2464785.71,,14,0.21,,,GBR_14,,,,
15,1300,L to R,,,735585.3548,2464784.613,,15,-0.23,,,GBR_14,,,,
15,1300,L to R,,,735586.1935,2464783.516,,16,-0.69,,,GBR_14,,,,
15,1300,L to R,,,735587.0323,2464782.419,,17,-0.85,,,GBR_14,,,,
15,1300,L to R,,,735587.871,2464781.323,,18,-0.69,CL,,GBR_14,735370.5714,2465740.571,983.5526634,983.5526634
15,1300,L to R,,,735588.7097,2464780.226,,19,-0.44,,,GBR_14,,,,
15,1300,L to R,,,735589.5484,2464779.129,,20,0.02,,,GBR_14,,,,
15,1300,L to R,,,735590.3871,2464778.032,,21,0.12,,,GBR_14,,,,
15,1300,L to R,,,735591.2258,2464776.935,,22,0.16,,,GBR_14,,,,
15,1300,L to R,,,735592.0645,2464775.839,,23,0.41,,,GBR_14,,,,
15,1300,L to R,,,735592.9032,2464774.742,,24,0.56,,,GBR_14,,,,
15,1300,L to R,,,735593.7419,2464773.645,,25,0.83,,,GBR_14,,,,
15,1300,L to R,,,735594.5806,2464772.548,,26,1.22,,,GBR_14,,,,
15,1300,L to R,735595,2464772,735595,2464772,,26.5,1.53,RB,,GBR_14,,,,
15,1300,L to R,,,735595.4194,2464771.452,,27,1.53,Dyke,,GBR_14,,,,
15,1300,L to R,,,735596.2581,2464770.355,,28,1.07,Fishari,,GBR_14,,,,
15,1300,L to R,,,735597.9355,2464768.161,,30,0.93,Fishari,,GBR_14,,,,
15,1300,L to R,,,735599.6129,2464765.968,,32,0.93,Fishari,,GBR_14,,,,
15,1300,L to R,,,735600.4516,2464764.871,,33,0.84,Fishari,,GBR_14,,,,
15,1300,L to R,,,735602.129,2464762.677,,35,0.84,Fishari,,GBR_14,,,,
15,1300,L to R,,,735606.3226,2464757.194,,40,0.86,Fishari,,GBR_14,,,,
16,1400,L to R,,,735504.3784,2464719,,0,0.79,Fishari,,GBR_15,,,,
16,1400,L to R,,,735509.0811,2464719,,3,0.91,,,GBR_15,,,,
16,1400,L to R,,,735510.6486,2464719,,4,1,,,GBR_15,,,,
16,1400,L to R,,,735512.2162,2464719,,5,1.65,Dyke,,GBR_15,,,,
16,1400,L to R,735513,2464719,735513,2464719,,5.5,1.65,LB,,GBR_15,,,,
16,1400,L to R,,,735513.7838,2464719,,6,1.18,,,GBR_15,,,,
16,1400,L to R,,,735515.3514,2464719,,7,0.88,,,GBR_15,,,,
16,1400,L to R,,,735516.9189,2464719,,8,0.43,,,GBR_15,,,,
16,1400,L to R,,,735518.4865,2464719,,9,0.37,,,GBR_15,,,,
16,1400,L to R,,,735520.0541,2464719,,10,0.02,,,GBR_15,,,,
16,1400,L to R,,,735521.6216,2464719,,11,-0.51,,,GBR_15,,,,
16,1400,L to R,,,735523.1892,2464719,,12,-0.82,,,GBR_15,,,,
16,1400,L to R,,,735524.7568,2464719,,13,-0.68,Cl,,GBR_15,735370.5714,2465740.571,1033.141058,1033.141058
16,1400,L to R,,,735526.3243,2464719,,14,-0.33,,,GBR_15,,,,
16,1400,L to R,,,735527.8919,2464719,,15,0.08,,,GBR_15,,,,
16,1400,L to R,,,735529.4595,2464719,,16,0.34,,,GBR_15,,,,
16,1400,L to R,,,735531.027,2464719,,17,0.52,,,GBR_15,,,,
16,1400,L to R,,,735532.5946,2464719,,18,0.61,,,GBR_15,,,,
16,1400,L to R,,,735534.1622,2464719,,19,0.6,,,GBR_15,,,,
16,1400,L to R,,,735535.7297,2464719,,20,0.66,,,GBR_15,,,,
16,1400,L to R,,,735537.2973,2464719,,21,0.85,,,GBR_15,,,,
16,1400,L to R,,,735538.8649,2464719,,22,1,,,GBR_15,,,,
16,1400,L to R,,,735540.4324,2464719,,23,1.18,,,GBR_15,,,,
16,1400,L to R,735542,2464719,735542,2464719,,24,1.37,RB,,GBR_15,,,,
16,1400,L to R,,,735543.5676,2464719,,25,1.36,,,GBR_15,,,,
16,1400,L to R,,,735546.7027,2464719,,27,1.43,Fishari,,GBR_15,,,,
16,1400,L to R,,,735551.4054,2464719,,30,1.19,Fishari,,GBR_15,,,,
16,1400,L to R,,,735554.5405,2464719,,32,1.05,Fishari,,GBR_15,,,,
16,1400,L to R,,,735557.6757,2464719,,34,1.09,Fishari,,GBR_15,,,,
16,1400,L to R,,,735560.8108,2464719,,36,1.1,Fishari,,GBR_15,,,,
17,1500,L to R,,,735554.2941,2464649.235,,0,0.86,Fishari,,GBR_16,,,,
17,1500,L to R,,,735555.7059,2464646.765,,3,0.88,Fishari,,GBR_16,,,,
17,1500,L to R,,,735556.1765,2464645.941,,4,0.89,Fishari,,GBR_16,,,,
17,1500,L to R,,,735556.6471,2464645.118,,5,1.23,Fishari,,GBR_16,,,,
17,1500,L to R,,,735557.5882,2464643.471,,7,1.29,Fishari,,GBR_16,,,,
17,1500,L to R,,,735558.5294,2464641.824,,9,1.32,Fishari,,GBR_16,,,,
17,1500,L to R,,,735558.7647,2464641.412,,9.5,1.64,Dyke,,GBR_16,,,,
17,1500,L to R,735559,2464641,735559,2464641,,10,1.64,LB,,GBR_16,,,,
17,1500,L to R,,,735559.4706,2464640.176,,11,1.29,,,GBR_16,,,,
17,1500,L to R,,,735559.4706,2464640.176,,11,1.1,,,GBR_16,,,,
17,1500,L to R,,,735559.9412,2464639.353,,12,0.13,,,GBR_16,,,,
17,1500,L to R,,,735560.4118,2464638.529,,13,0.58,,,GBR_16,,,,
17,1500,L to R,,,735560.8824,2464637.706,,14,-0.74,,,GBR_16,,,,
17,1500,L to R,,,735561.3529,2464636.882,,15,-0.64,CL,,GBR_16,735370.5714,2465740.571,1120.05669,1120.05669
17,1500,L to R,,,735561.8235,2464636.059,,16,-0.35,,,GBR_16,,,,
17,1500,L to R,,,735562.2941,2464635.235,,17,0.11,,,GBR_16,,,,
17,1500,L to R,,,735562.7647,2464634.412,,18,0.3,,,GBR_16,,,,
17,1500,L to R,,,735563.2353,2464633.588,,19,0.41,,,GBR_16,,,,
17,1500,L to R,,,735563.7059,2464632.765,,20,0.33,,,GBR_16,,,,
17,1500,L to R,,,735564.1765,2464631.941,,21,0.4,,,GBR_16,,,,
17,1500,L to R,,,735564.6471,2464631.118,,22,0.47,,,GBR_16,,,,
17,1500,L to R,,,735565.1176,2464630.294,,23,0.49,,,GBR_16,,,,
17,1500,L to R,,,735565.5882,2464629.471,,24,0.5,,,GBR_16,,,,
17,1500,L to R,,,735566.0588,2464628.647,,25,0.5,,,GBR_16,,,,
17,1500,L to R,,,735566.5294,2464627.824,,26,0.58,,,GBR_16,,,,
17,1500,L to R,735567,2464627,735567,2464627,,27,1.06,RB,,GBR_16,,,,
17,1500,L to R,,,735567.9412,2464625.353,,29,1.01,,,GBR_16,,,,
17,1500,L to R,,,735568.4118,2464624.529,,30,1,Fishari,,GBR_16,,,,
17,1500,L to R,,,735569.3529,2464622.882,,32,0.73,Fishari,,GBR_16,,,,
17,1500,L to R,,,735570.2941,2464621.235,,34,0.72,Fishari,,GBR_16,,,,
17,1500,L to R,,,735571.2353,2464619.588,,36,0.72,Fishari,,GBR_16,,,,
18,1600,L to R,,,735468.875,2464587.813,,0,0.79,Fishari,,GBR_17,,,,
18,1600,L to R,,,735471.625,2464586.938,,2,0.83,Fishari,,GBR_17,,,,
18,1600,L to R,,,735473,2464586.5,,3,0.87,Fishari,,GBR_17,,,,
18,1600,L to R,,,735475.75,2464585.625,,5,0.89,Fishari,,GBR_17,,,,
18,1600,L to R,,,735477.125,2464585.188,,6,1.28,Dyke,,GBR_17,,,,
18,1600,L to R,,,735478.5,2464584.75,,7,1.27,Dyke,,GBR_17,,,,
18,1600,L to R,,,735479.875,2464584.313,,8,0.51,,,GBR_17,,,,
18,1600,L to R,,,735481.25,2464583.875,,9,0.51,,,GBR_17,,,,
18,1600,L to R,,,735482.625,2464583.438,,10,1.33,Dyke,,GBR_17,,,,
18,1600,L to R,735484,2464583,735484,2464583,,11,1.33,LB,,GBR_17,,,,
18,1600,L to R,,,735485.375,2464582.563,,12,1.02,,,GBR_17,,,,
18,1600,L to R,,,735486.75,2464582.125,,13,0.63,,,GBR_17,,,,
18,1600,L to R,,,735488.125,2464581.688,,14,0.46,,,GBR_17,,,,
18,1600,L to R,,,735489.5,2464581.25,,15,0.36,,,GBR_17,,,,
18,1600,L to R,,,735490.875,2464580.813,,16,0.21,,,GBR_17,,,,
18,1600,L to R,,,735492.25,2464580.375,,17,-0.26,,,GBR_17,,,,
18,1600,L to R,,,735493.625,2464579.938,,18,-0.69,,,GBR_17,,,,
18,1600,L to R,,,735495,2464579.5,,19,-0.63,CL,,GBR_17,735370.5714,2465740.571,1167.719291,1167.719291
18,1600,L to R,,,735496.375,2464579.063,,20,-0.38,,,GBR_17,,,,
18,1600,L to R,,,735497.75,2464578.625,,21,0.03,,,GBR_17,,,,
18,1600,L to R,,,735499.125,2464578.188,,22,0.21,,,GBR_17,,,,
18,1600,L to R,,,735500.5,2464577.75,,23,0.36,,,GBR_17,,,,
18,1600,L to R,,,735501.875,2464577.313,,24,0.49,,,GBR_17,,,,
18,1600,L to R,,,735503.25,2464576.875,,25,0.76,,,GBR_17,,,,
18,1600,L to R,,,735503.9375,2464576.656,,25.5,1.02,,,GBR_17,,,,
18,1600,L to R,,,735504.625,2464576.438,,26,1.09,,,GBR_17,,,,
18,1600,L to R,735506,2464576,735506,2464576,,27,1.73,RB,,GBR_17,,,,
18,1600,L to R,,,735507.375,2464575.563,,28,1.73,House,,GBR_17,,,,
18,1600,L to R,,,735510.125,2464574.688,,30,1.73,House,,GBR_17,,,,
18,1600,L to R,,,735514.25,2464573.375,,33,1.7,House,,GBR_17,,,,
19,1700,L to R,,,735458.5862,2464542.103,,0,0.62,Fishari,,GBR_18,,,,
19,1700,L to R,,,735457.2069,2464540.448,,2,0.61,Fishari,,GBR_18,,,,
19,1700,L to R,,,735455.8276,2464538.793,,4,0.61,Fishari,,GBR_18,,,,
19,1700,L to R,,,735454.4483,2464537.138,,6,0.21,Fishari,,GBR_18,,,,
19,1700,L to R,,,735453.069,2464535.483,,8,0.2,Fishari,,GBR_18,,,,
19,1700,L to R,,,735451.6897,2464533.828,,10,1.7,Dyke,,GBR_18,,,,
19,1700,L to R,735451,2464533,735451,2464533,,11,1.71,LB,,GBR_18,,,,
19,1700,L to R,,,735450.6552,2464532.586,,11.5,0.93,,,GBR_18,,,,
19,1700,L to R,,,735450.3103,2464532.172,,12,0.79,,,GBR_18,,,,
19,1700,L to R,,,735449.6207,2464531.345,,13,0.39,,,GBR_18,,,,
19,1700,L to R,,,735448.931,2464530.517,,14,0.1,,,GBR_18,,,,
19,1700,L to R,,,735448.2414,2464529.69,,15,0.24,,,GBR_18,,,,
19,1700,L to R,,,735447.5517,2464528.862,,16,0.19,,,GBR_18,,,,
19,1700,L to R,,,735446.8621,2464528.034,,17,-0.08,,,GBR_18,,,,
19,1700,L to R,,,735446.1724,2464527.207,,18,-0.5,CL,,GBR_18,735370.5714,2465740.571,1215.716952,1215.716952
19,1700,L to R,,,735445.4828,2464526.379,,19,-0.43,,,GBR_18,,,,
19,1700,L to R,,,735444.7931,2464525.552,,20,0.06,,,GBR_18,,,,
19,1700,L to R,,,735444.1034,2464524.724,,21,0.16,,,GBR_18,,,,
19,1700,L to R,,,735443.4138,2464523.897,,22,0.07,,,GBR_18,,,,
19,1700,L to R,,,735442.7241,2464523.069,,23,0.18,,,GBR_18,,,,
19,1700,L to R,,,735442.0345,2464522.241,,24,0.72,,,GBR_18,,,,
19,1700,L to R,,,735441.3448,2464521.414,,25,0.93,,,GBR_18,,,,
19,1700,L to R,735441,2464521,735441,2464521,,25.5,1.45,RB,,GBR_18,,,,
19,1700,L to R,,,735440.6552,2464520.586,,26,1.47,Dyke,,GBR_18,,,,
19,1700,L to R,,,735439.2759,2464518.931,,28,0.8,Fishari,,GBR_18,,,,
19,1700,L to R,,,735437.8966,2464517.276,,30,0.97,Fishari,,GBR_18,,,,
19,1700,L to R,,,735436.5172,2464515.621,,32,0.81,Fishari,,GBR_18,,,,
19,1700,L to R,,,735435.1379,2464513.966,,34,0.97,Fishari,,GBR_18,,,,
19,1700,L to R,,,735433.7586,2464512.31,,36,0.46,Fishari,,GBR_18,,,,
20,1800,L to R,,,735393.383,2464617.787,,0,0.91,Fishari,,GBR_19,,,,
20,1800,L to R,,,735390.8298,2464615.872,,3,0.92,Fishari,,GBR_19,,,,
20,1800,L to R,,,735389.1277,2464614.596,,5,1.27,Fishari,,GBR_19,,,,
20,1800,L to R,,,735388.2766,2464613.957,,6,1.27,Fishari,,GBR_19,,,,
20,1800,L to R,,,735387.4255,2464613.319,,7,1.75,Dyke,,GBR_19,,,,
20,1800,L to R,735387,2464613,735387,2464613,,7.5,1.75,LB,,GBR_19,,,,
20,1800,L to R,,,735386.5745,2464612.681,,8,1.12,,,GBR_19,,,,
20,1800,L to R,,,735385.7234,2464612.043,,9,0.88,,,GBR_19,,,,
20,1800,L to R,,,735384.8723,2464611.404,,10,0.82,,,GBR_19,,,,
20,1800,L to R,,,735384.0213,2464610.766,,11,0.74,,,GBR_19,,,,
20,1800,L to R,,,735383.1702,2464610.128,,12,0.65,,,GBR_19,,,,
20,1800,L to R,,,735382.3191,2464609.489,,13,0.53,,,GBR_19,,,,
20,1800,L to R,,,735381.4681,2464608.851,,14,0.44,,,GBR_19,,,,
20,1800,L to R,,,735380.617,2464608.213,,15,0.42,,,GBR_19,,,,
20,1800,L to R,,,735379.766,2464607.574,,16,0.38,,,GBR_19,,,,
20,1800,L to R,,,735378.9149,2464606.936,,17,0.34,,,GBR_19,,,,
20,1800,L to R,,,735378.0638,2464606.298,,18,0.21,,,GBR_19,,,,
20,1800,L to R,,,735377.2128,2464605.66,,19,0.07,,,GBR_19,,,,
20,1800,L to R,,,735376.3617,2464605.021,,20,-0.25,,,GBR_19,,,,
20,1800,L to R,,,735375.5106,2464604.383,,21,-0.45,CL,,GBR_19,735370.5714,2465740.571,1136.198736,1136.198736
20,1800,L to R,,,735374.6596,2464603.745,,22,-0.25,,,GBR_19,,,,
20,1800,L to R,,,735373.8085,2464603.106,,23,0.06,,,GBR_19,,,,
20,1800,L to R,,,735372.9574,2464602.468,,24,0.26,,,GBR_19,,,,
20,1800,L to R,,,735372.1064,2464601.83,,25,0.15,,,GBR_19,,,,
20,1800,L to R,,,735371.2553,2464601.191,,26,0.17,,,GBR_19,,,,
20,1800,L to R,,,735370.4043,2464600.553,,27,0.43,,,GBR_19,,,,
20,1800,L to R,,,735369.5532,2464599.915,,28,0.48,,,GBR_19,,,,
20,1800,L to R,,,735368.7021,2464599.277,,29,0.7,,,GBR_19,,,,
20,1800,L to R,,,735367.8511,2464598.638,,30,0.88,,,GBR_19,,,,
20,1800,L to R,735367,2464598,735367,2464598,,31,1.7,RB,,GBR_19,,,,
20,1800,L to R,,,735366.5745,2464597.681,,31.5,1.7,Dyke,,GBR_19,,,,
20,1800,L to R,,,735365.2979,2464596.723,,33,1.1,Fishari,,GBR_19,,,,
20,1800,L to R,,,735363.5957,2464595.447,,35,0.95,Fishari,,GBR_19,,,,
20,1800,L to R,,,735361.0426,2464593.532,,38,0.7,Fishari,,GBR_19,,,,
21,1900,L to R,,,735314.8889,2464675.889,,0,0.88,Fishari,,GBR_20,,,,
21,1900,L to R,,,735312.2222,2464673.222,,3,0.88,Fishari,,GBR_20,,,,
21,1900,L to R,,,735310.4444,2464671.444,,5,0.9,Fishari,,GBR_20,,,,
21,1900,L to R,,,735309.5556,2464670.556,,6,1.22,Fishari,,GBR_20,,,,
21,1900,L to R,,,735308.6667,2464669.667,,7,1.34,Fishari,,GBR_20,,,,
21,1900,L to R,,,735306.8889,2464667.889,,9,1.66,Dyke,,GBR_20,,,,
21,1900,L to R,735306,2464667,735306,2464667,,10,1.78,LB,,GBR_20,,,,
21,1900,L to R,,,735305.1111,2464666.111,,11,1.03,,,GBR_20,,,,
21,1900,L to R,,,735304.2222,2464665.222,,12,0.82,,,GBR_20,,,,
21,1900,L to R,,,735303.3333,2464664.333,,13,0.56,,,GBR_20,,,,
21,1900,L to R,,,735302.4444,2464663.444,,14,0.49,,,GBR_20,,,,
21,1900,L to R,,,735301.5556,2464662.556,,15,0.44,,,GBR_20,,,,
21,1900,L to R,,,735300.6667,2464661.667,,16,0.35,,,GBR_20,,,,
21,1900,L to R,,,735299.7778,2464660.778,,17,0.02,,,GBR_20,,,,
21,1900,L to R,,,735298.8889,2464659.889,,18,-0.08,,,GBR_20,,,,
